txn_id,merchant_id,payer_id,amount,timestamp,status,is_flagged,flag_reason,score,risk_band,loan_limit,feature_contributions
T000064,M024,P0153,105.51,2025-01-01 15:45:00,pending,False,,61.6,medium,808000,"{'total_inflow': 'INR 81,532', 'active_days': 30, 'avg_amount': 'INR 522.64', 'fail_pending_ratio': '60.90%', 'primary_driver': 'volume'}"
T000065,M010,P0849,198.63,2025-01-01 16:00:00,pending,False,,61.9,medium,809500,"{'total_inflow': 'INR 70,200', 'active_days': 31, 'avg_amount': 'INR 520.00', 'fail_pending_ratio': '67.41%', 'primary_driver': 'volume'}"
T000066,M008,P0661,332.03,2025-01-01 16:15:00,pending,False,,34.8,high,674000,"{'total_inflow': 'INR 45,173', 'active_days': 32, 'avg_amount': 'INR 342.22', 'fail_pending_ratio': '66.67%', 'primary_driver': 'activity'}"
T000067,M022,P0996,452.93,2025-01-01 16:30:00,failed,False,,28.9,high,644500,"{'total_inflow': 'INR 37,004', 'active_days': 32, 'avg_amount': 'INR 345.83', 'fail_pending_ratio': '72.90%', 'primary_driver': 'activity'}"
T000068,M009,P0847,414.28,2025-01-01 16:45:00,completed,False,,21.5,high,607500,"{'total_inflow': 'INR 38,938', 'active_days': 31, 'avg_amount': 'INR 338.59', 'fail_pending_ratio': '61.74%', 'primary_driver': 'mixed'}"
T000069,M002,P0179,546.49,2025-01-01 17:00:00,completed,False,,32.9,high,664500,"{'total_inflow': 'INR 39,488', 'active_days': 32, 'avg_amount': 'INR 358.98', 'fail_pending_ratio': '65.45%', 'primary_driver': 'activity'}"
T000070,M012,P0084,375.04,2025-01-01 17:15:00,pending,False,,62.0,medium,810000,"{'total_inflow': 'INR 72,872', 'active_days': 31, 'avg_amount': 'INR 509.60', 'fail_pending_ratio': '69.93%', 'primary_driver': 'volume'}"
T000071,M020,P0508,332.74,2025-01-01 17:30:00,failed,False,,41.3,medium,706500,"{'total_inflow': 'INR 47,517', 'active_days': 32, 'avg_amount': 'INR 386.32', 'fail_pending_ratio': '66.67%', 'primary_driver': 'activity'}"
T000072,M005,P0578,337.04,2025-01-01 17:45:00,pending,False,,37.4,high,687000,"{'total_inflow': 'INR 45,949', 'active_days': 32, 'avg_amount': 'INR 370.56', 'fail_pending_ratio': '70.16%', 'primary_driver': 'activity'}"
T000073,M012,P0289,576.75,2025-01-01 18:00:00,failed,False,,62.0,medium,810000,"{'total_inflow': 'INR 72,872', 'active_days': 31, 'avg_amount': 'INR 509.60', 'fail_pending_ratio': '69.93%', 'primary_driver': 'volume'}"
T000074,M004,P0939,189.84,2025-01-01 18:15:00,failed,False,,31.4,high,657000,"{'total_inflow': 'INR 50,980', 'active_days': 31, 'avg_amount': 'INR 344.46', 'fail_pending_ratio': '59.46%', 'primary_driver': 'mixed'}"
T000075,M017,P0698,261.4,2025-01-01 18:30:00,pending,False,,46.4,medium,732000,"{'total_inflow': 'INR 61,103', 'active_days': 30, 'avg_amount': 'INR 513.47', 'fail_pending_ratio': '61.34%', 'primary_driver': 'mixed'}"
T000076,M012,P0898,282.77,2025-01-01 18:45:00,completed,False,,62.0,medium,810000,"{'total_inflow': 'INR 72,872', 'active_days': 31, 'avg_amount': 'INR 509.60', 'fail_pending_ratio': '69.93%', 'primary_driver': 'volume'}"
T000077,M008,P0131,437.35,2025-01-01 19:00:00,pending,False,,34.8,high,674000,"{'total_inflow': 'INR 45,173', 'active_days': 32, 'avg_amount': 'INR 342.22', 'fail_pending_ratio': '66.67%', 'primary_driver': 'activity'}"
T000078,M006,P0979,510.02,2025-01-01 19:15:00,completed,False,,16.2,high,581000,"{'total_inflow': 'INR 42,099', 'active_days': 29, 'avg_amount': 'INR 375.88', 'fail_pending_ratio': '66.96%', 'primary_driver': 'mixed'}"
T000079,M014,P0248,606.24,2025-01-01 19:30:00,completed,False,,20.5,high,602500,"{'total_inflow': 'INR 40,580', 'active_days': 31, 'avg_amount': 'INR 346.84', 'fail_pending_ratio': '71.79%', 'primary_driver': 'mixed'}"
T000080,M017,P0538,181.84,2025-01-01 19:45:00,completed,False,,46.4,medium,732000,"{'total_inflow': 'INR 61,103', 'active_days': 30, 'avg_amount': 'INR 513.47', 'fail_pending_ratio': '61.34%', 'primary_driver': 'mixed'}"
T000081,M023,P0528,187.36,2025-01-01 20:00:00,completed,False,,25.6,high,628000,"{'total_inflow': 'INR 45,777', 'active_days': 31, 'avg_amount': 'INR 339.09', 'fail_pending_ratio': '64.44%', 'primary_driver': 'mixed'}"
T000082,M010,P0853,999.0,2025-01-01 20:15:00,failed,True,threshold_amount,61.9,medium,809500,"{'total_inflow': 'INR 70,200', 'active_days': 31, 'avg_amount': 'INR 520.00', 'fail_pending_ratio': '67.41%', 'primary_driver': 'volume'}"
T000083,M010,P0853,2499.0,2025-01-01 20:15:00,pending,True,threshold_amount,61.9,medium,809500,"{'total_inflow': 'INR 70,200', 'active_days': 31, 'avg_amount': 'INR 520.00', 'fail_pending_ratio': '67.41%', 'primary_driver': 'volume'}"
T000084,M010,P0853,1999.0,2025-01-01 20:15:00,completed,True,threshold_amount,61.9,medium,809500,"{'total_inflow': 'INR 70,200', 'active_days': 31, 'avg_amount': 'INR 520.00', 'fail_pending_ratio': '67.41%', 'primary_driver': 'volume'}"
T000085,M010,P0853,1499.0,2025-01-01 20:15:00,completed,True,threshold_amount,61.9,medium,809500,"{'total_inflow': 'INR 70,200', 'active_days': 31, 'avg_amount': 'INR 520.00', 'fail_pending_ratio': '67.41%', 'primary_driver': 'volume'}"
T000086,M010,P0853,1499.0,2025-01-01 20:15:00,failed,True,threshold_amount,61.9,medium,809500,"{'total_inflow': 'INR 70,200', 'active_days': 31, 'avg_amount': 'INR 520.00', 'fail_pending_ratio': '67.41%', 'primary_driver': 'volume'}"
T000087,M010,P0853,2499.0,2025-01-01 20:15:00,pending,True,threshold_amount,61.9,medium,809500,"{'total_inflow': 'INR 70,200', 'active_days': 31, 'avg_amount': 'INR 520.00', 'fail_pending_ratio': '67.41%', 'primary_driver': 'volume'}"
T000088,M010,P0853,2499.0,2025-01-01 20:15:00,completed,True,threshold_amount,61.9,medium,809500,"{'total_inflow': 'INR 70,200', 'active_days': 31, 'avg_amount': 'INR 520.00', 'fail_pending_ratio': '67.41%', 'primary_driver': 'volume'}"
T000089,M010,P0853,2499.0,2025-01-01 20:15:00,completed,True,threshold_amount,61.9,medium,809500,"{'total_inflow': 'INR 70,200', 'active_days': 31, 'avg_amount': 'INR 520.00', 'fail_pending_ratio': '67.41%', 'primary_driver': 'volume'}"
T000090,M010,P0853,1999.0,2025-01-01 20:15:00,pending,True,threshold_amount,61.9,medium,809500,"{'total_inflow': 'INR 70,200', 'active_days': 31, 'avg_amount': 'INR 520.00', 'fail_pending_ratio': '67.41%', 'primary_driver': 'volume'}"
T000091,M010,P0853,2499.0,2025-01-01 20:15:00,failed,True,threshold_amount,61.9,medium,809500,"{'total_inflow': 'INR 70,200', 'active_days': 31, 'avg_amount': 'INR 520.00', 'fail_pending_ratio': '67.41%', 'primary_driver': 'volume'}"
T000092,M010,P0853,1499.0,2025-01-01 20:15:00,failed,True,threshold_amount,61.9,medium,809500,"{'total_inflow': 'INR 70,200', 'active_days': 31, 'avg_amount': 'INR 520.00', 'fail_pending_ratio': '67.41%', 'primary_driver': 'volume'}"
T000093,M010,P0853,1999.0,2025-01-01 20:15:00,failed,True,threshold_amount,61.9,medium,809500,"{'total_inflow': 'INR 70,200', 'active_days': 31, 'avg_amount': 'INR 520.00', 'fail_pending_ratio': '67.41%', 'primary_driver': 'volume'}"
T000094,M010,P0853,1499.0,2025-01-01 20:15:00,failed,True,threshold_amount,61.9,medium,809500,"{'total_inflow': 'INR 70,200', 'active_days': 31, 'avg_amount': 'INR 520.00', 'fail_pending_ratio': '67.41%', 'primary_driver': 'volume'}"
T000095,M010,P0853,1999.0,2025-01-01 20:15:00,completed,True,threshold_amount,61.9,medium,809500,"{'total_inflow': 'INR 70,200', 'active_days': 31, 'avg_amount': 'INR 520.00', 'fail_pending_ratio': '67.41%', 'primary_driver': 'volume'}"
T000096,M010,P0853,2499.0,2025-01-01 20:15:00,completed,True,threshold_amount,61.9,medium,809500,"{'total_inflow': 'INR 70,200', 'active_days': 31, 'avg_amount': 'INR 520.00', 'fail_pending_ratio': '67.41%', 'primary_driver': 'volume'}"
T000097,M010,P0853,2499.0,2025-01-01 20:15:00,completed,True,threshold_amount,61.9,medium,809500,"{'total_inflow': 'INR 70,200', 'active_days': 31, 'avg_amount': 'INR 520.00', 'fail_pending_ratio': '67.41%', 'primary_driver': 'volume'}"
T000098,M011,P0985,268.79,2025-01-01 20:15:00,completed,False,,72.7,low,863500,"{'total_inflow': 'INR 77,049', 'active_days': 32, 'avg_amount': 'INR 487.65', 'fail_pending_ratio': '69.62%', 'primary_driver': 'volume'}"
T000099,M004,P0333,145.1,2025-01-01 20:30:00,completed,False,,31.4,high,657000,"{'total_inflow': 'INR 50,980', 'active_days': 31, 'avg_amount': 'INR 344.46', 'fail_pending_ratio': '59.46%', 'primary_driver': 'mixed'}"
T000100,M020,P0289,264.59,2025-01-01 20:45:00,failed,False,,41.3,medium,706500,"{'total_inflow': 'INR 47,517', 'active_days': 32, 'avg_amount': 'INR 386.32', 'fail_pending_ratio': '66.67%', 'primary_driver': 'activity'}"
T000101,M016,P0408,229.07,2025-01-01 21:00:00,pending,False,,39.0,high,695000,"{'total_inflow': 'INR 46,658', 'active_days': 32, 'avg_amount': 'INR 367.39', 'fail_pending_ratio': '65.35%', 'primary_driver': 'activity'}"
T000102,M017,P0433,562.12,2025-01-01 21:15:00,completed,False,,46.4,medium,732000,"{'total_inflow': 'INR 61,103', 'active_days': 30, 'avg_amount': 'INR 513.47', 'fail_pending_ratio': '61.34%', 'primary_driver': 'mixed'}"
T000103,M003,P0219,385.86,2025-01-01 21:30:00,failed,False,,34.2,high,671000,"{'total_inflow': 'INR 55,132', 'active_days': 31, 'avg_amount': 'INR 380.22', 'fail_pending_ratio': '73.10%', 'primary_driver': 'mixed'}"
T000104,M008,P0212,380.69,2025-01-01 21:45:00,pending,False,,34.8,high,674000,"{'total_inflow': 'INR 45,173', 'active_days': 32, 'avg_amount': 'INR 342.22', 'fail_pending_ratio': '66.67%', 'primary_driver': 'activity'}"
T000105,M019,P0278,297.79,2025-01-01 22:00:00,completed,False,,32.5,high,662500,"{'total_inflow': 'INR 42,332', 'active_days': 32, 'avg_amount': 'INR 338.66', 'fail_pending_ratio': '66.40%', 'primary_driver': 'activity'}"
T000106,M020,P0561,396.17,2025-01-01 22:15:00,failed,False,,41.3,medium,706500,"{'total_inflow': 'INR 47,517', 'active_days': 32, 'avg_amount': 'INR 386.32', 'fail_pending_ratio': '66.67%', 'primary_driver': 'activity'}"
T000107,M011,P0413,428.35,2025-01-01 22:30:00,failed,False,,72.7,low,863500,"{'total_inflow': 'INR 77,049', 'active_days': 32, 'avg_amount': 'INR 487.65', 'fail_pending_ratio': '69.62%', 'primary_driver': 'volume'}"
T000108,M020,P0471,197.84,2025-01-01 22:45:00,pending,False,,41.3,medium,706500,"{'total_inflow': 'INR 47,517', 'active_days': 32, 'avg_amount': 'INR 386.32', 'fail_pending_ratio': '66.67%', 'primary_driver': 'activity'}"
T000109,M021,P0863,504.63,2025-01-01 23:00:00,failed,False,,60.3,medium,801500,"{'total_inflow': 'INR 73,649', 'active_days': 31, 'avg_amount': 'INR 491.00', 'fail_pending_ratio': '70.67%', 'primary_driver': 'volume'}"
T000110,M010,P0290,67.2,2025-01-01 23:15:00,failed,False,,61.9,medium,809500,"{'total_inflow': 'INR 70,200', 'active_days': 31, 'avg_amount': 'INR 520.00', 'fail_pending_ratio': '67.41%', 'primary_driver': 'volume'}"
T000111,M022,P1092,488.73,2025-01-01 23:30:00,completed,False,,28.9,high,644500,"{'total_inflow': 'INR 37,004', 'active_days': 32, 'avg_amount': 'INR 345.83', 'fail_pending_ratio': '72.90%', 'primary_driver': 'activity'}"
T000112,M007,P0903,195.71,2025-01-01 23:45:00,pending,False,,37.0,high,685000,"{'total_inflow': 'INR 43,682', 'active_days': 32, 'avg_amount': 'INR 376.57', 'fail_pending_ratio': '68.10%', 'primary_driver': 'activity'}"
T000113,M006,P0210,348.39,2025-01-02 00:00:00,completed,False,,16.2,high,581000,"{'total_inflow': 'INR 42,099', 'active_days': 29, 'avg_amount': 'INR 375.88', 'fail_pending_ratio': '66.96%', 'primary_driver': 'mixed'}"
